p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Igfbp7	0.082059174868054	0.00698385439127658	0.366	0.045	1
Tppp3	0.0822399331362479	-0.137506476573437	0.81	0.731	1
Ttll7	0.0834528989997299	0.278194379101788	0.676	0.421	1
Mrgprx3	0.0840495376307289	-0.2273587969797	0.37	0.052	1
Maip1	0.0855264091503129	0.0755707743949013	0.278	0.01	1
Ccl7	0.0861011843433598	0.29599253533088	0.278	0.01	1
Sh3bgrl3	0.0895453484636915	0.176315765062451	0.981	0.976	1
Id1	0.0911972118528982	0.114778980101182	0.273	0.003	1
Resp18	0.0919901063240442	0.0800850564756264	0.718	0.493	1
Asic1	0.0929019431329301	-0.265694617072216	0.333	0.121	1
Nfkbia	0.0933635714791639	-0.0479736457917656	0.319	0.097	1
Dad1	0.094054650522809	-0.111513738931858	0.644	0.393	1
Foxs1	0.0943896157888807	0.00102038256676212	0.259	0	1
Heatr5a	0.095572202399319	-0.0957001522832388	0.347	0.01	1
Cntnap4	0.0963688215890818	0.000508034936301594	0.25	0	1
Pkib	0.0964901581465473	-0.411473182924997	0.352	0.145	1
Mitd1	0.0965550008694174	-0.0596241074065134	0.375	0.055	1
LOC100909712	0.0974788130037236	0.0794746516002248	0.384	0.069	1
Best1	0.0975870683869	-0.993211055771746	0.574	0.297	1
Hcn2	0.0983442811444205	-0.140252605217368	0.343	0.007	1
AC128848.1	0.0987372002080931	0.0625305790662204	0.366	0.048	1
Gadd45g	0.100495739557039	-0.0716933698995662	0.403	0.11	1
Plxnc1	0.102319773528071	0.0153657452979349	0.329	0	1
Pdp2	0.102391299716655	-0.269597110949567	0.292	0.041	1
Stmn2	0.103715403047349	-0.0566644213103853	0.995	0.997	1
Slc3a2	0.103874515461399	-0.394683140709244	0.412	0.117	1
AABR07017159.1	0.104255015828862	-0.000430307646709717	0.333	0	1
Pcp4l1	0.106737851840594	-0.0137820262702428	0.278	0.01	1
Zfp287	0.10744444884729	-0.017254613760329	0.352	0.021	1
Fxyd2	0.107812821984974	-0.386330433231455	0.782	0.676	1
Asic3	0.108152028231446	-0.29867375365243	0.366	0.162	1
Rnd3	0.110878881154795	0.0743533107273002	0.375	0.059	1
Micu3	0.111494953418478	-0.0920664759200653	0.472	0.19	1
Cenpe	0.111718850974273	-0.164311481468531	0.347	0.017	1
Kifap3	0.112780907493438	-0.235774175783765	0.731	0.621	1
Jun	0.120714870678111	-0.153356685764293	0.444	0.162	1
Tf	0.124213089219116	0.00113965394910753	0.278	0.007	1
Dner	0.124932619488174	0.0310670165625668	0.352	0.145	1
Reep1	0.125317356224455	-0.233290333017711	0.625	0.369	1
Penk	0.128110902836585	0.0540957363726189	0.338	0.003	1
Cdkn2c	0.128179215875885	0.00996130651576048	0.264	0	1
Traf3	0.128509500646543	0.0226432490482626	0.338	0.003	1
Rprd1a	0.129397965659759	-0.10928852360516	0.352	0.024	1
Hspa12a	0.130749491685057	0.118033309012461	0.528	0.262	1
Crtac1	0.131332831248113	0.0333905131483324	0.347	0.021	1
Esco2	0.132494288049652	0.027913811015779	0.333	0	1
Oasl	0.132542318132088	0.0127615982531671	0.255	0.003	1
Mphosph9	0.134050289231387	0.00668916608176188	0.287	0.003	1
Stard4	0.134976682402946	-0.162482633990905	0.347	0.021	1
Hexim1	0.137834051668109	0.127092194414519	0.361	0.034	1
LOC100912489	0.139050444055249	0.274622751393861	0.296	0.031	1
Mertk	0.143728069521845	0.0220127696730615	0.278	0.003	1
Tp53inp1	0.143728069521845	-0.0823355623491723	0.278	0.003	1
Creb1	0.143945745988827	0.0152147498939203	0.278	0.003	1
Art3	0.14517286955119	0.0432037001381769	0.282	0.014	1
LOC103689961	0.146277489155012	-0.227458635517229	0.75	0.634	1
Ppp2r3a	0.149375637944631	-0.0129680369837556	0.37	0.055	1
Fbxo2	0.153320164297316	-0.48553119698895	0.389	0.2	1
Slfn13	0.153546917899656	0.0169918518007555	0.278	0.007	1
Cdh13	0.154189417025812	-0.107491631125495	0.338	0.007	1
Tnfaip8l3	0.154189417025812	-0.0606831738316643	0.338	0.007	1
Gpcpd1	0.15597010610394	0.0976280368509878	0.282	0.007	1
Dsel	0.156294970432369	0.00895886795742344	0.329	0.003	1
Tyrobp	0.156598017136607	0.0602612301331724	0.259	0	1
Camk2n1	0.156944382663784	-0.307578229156379	0.366	0.055	1
Abca8a	0.159071231483289	-0.336174110497402	0.324	0.09	1
Galnt7	0.164909901134451	-0.0529554132739024	0.282	0.01	1
Cacna1d	0.166112998553482	0.0135300645499071	0.278	0	1
Cacna2d1	0.166281204142513	-0.391562251876997	0.625	0.362	1
Zwint	0.168614780535837	-0.318840359086722	0.653	0.545	1
Aldoc	0.169309924700921	-0.338346296808638	0.398	0.203	1
Atf4	0.173518540319363	0.0603169385095079	0.454	0.179	1
Gap43	0.174395926654325	-0.223174513401315	0.833	0.769	1
Rab26	0.17670563336992	-0.0609357727304101	0.278	0.003	1
Zrsr1	0.177829861157653	-0.292854011309278	0.375	0.066	1
Gamt	0.177867892927531	-0.129669097491713	0.37	0.059	1
Crip1	0.177900842413596	-1.36005471992492	0.657	0.472	1
Rspo2	0.179339781582853	-0.267112389208419	0.37	0.062	1
Trib3	0.183417454471414	-0.154151153178871	0.338	0.01	1
AY172581.18	0.18384329864374	-0.129889978204498	0.352	0.031	1
Uchl1	0.185367351877431	-0.0169255480108381	0.935	0.907	1
Coq8b	0.187011653088121	-0.171453803234515	0.287	0.017	1
Tmsb4x	0.191369661499806	0.0878256067760734	0.991	0.997	1
Dync1i1	0.19479478598173	-0.706780830239863	0.426	0.241	1
Plk2	0.195882998338537	0.0535828518825166	0.343	0.021	1
Iqgap1	0.196857667540737	0.0382709834510906	0.333	0.003	1
Klc1	0.197402331943675	0.243728529276491	0.87	0.766	1
F12	0.198021168805264	0.0312471359895401	0.319	0	1
Syngr3	0.198991075711603	-0.0267591718803086	0.514	0.255	1
Tmem140	0.200527988784933	0.0113036861317315	0.343	0.021	1
Cldn16	0.200598971744273	0.088848874835189	0.347	0.021	1
Camk2b	0.203840440689565	-0.0475580100917226	0.463	0.197	1
Tmem54	0.209789093833201	-0.0566575280559278	0.296	0.034	1
Cyb5r1	0.210505785020354	0.0868472738945605	0.583	0.345	1
Sacs	0.211463126163577	-0.203189452118767	0.352	0.038	1
Dnajb4	0.211488497826913	-0.0566501808385379	0.366	0.059	1
Ugdh	0.21432456471568	0.0439521530649346	0.338	0.014	1
Sphk1	0.216366456930405	-0.151429544050019	0.338	0.014	1
Nuf2	0.21772573663659	0.0125494139469555	0.282	0.003	1
Brpf1	0.21772573663659	-0.00676247340421149	0.282	0.003	1
Irgm	0.21772573663659	0.0107245144003754	0.282	0.003	1
Cst6	0.220862624800747	-0.398031256989647	0.324	0.076	1
Lin7b	0.226489580774577	-0.148368347012474	0.384	0.076	1
Ier5l	0.22886292320144	-0.0750783787008604	0.329	0.007	1
Id4	0.230142872182202	0.056438687057573	0.366	0.045	1
Gstt1	0.230513625422466	-0.0552853079875429	0.315	0.003	1
Map1a	0.232045863509914	-0.329750434151731	0.731	0.593	1
Lsamp	0.234216964069283	-0.16279173120712	0.296	0.031	1
Cdh9	0.235015104279048	0.00338940490917493	0.259	0	1
Rbm33	0.237211530121413	0.360078533283729	0.292	0.007	1
Pla2g16	0.24105281099552	-0.0832967216393172	0.333	0.021	1
Tmod2	0.243188675306468	-0.158902761960214	0.38	0.083	1
Lgalsl	0.244546940227196	-0.350811787736239	0.324	0.076	1
Tubb2b	0.249418989827908	-0.299272044783934	0.611	0.476	1
Atf6	0.250581538680259	-0.270096554864813	0.301	0.034	1
Scn11a	0.253641635375221	-0.367546440070947	0.394	0.1	1
Cpne8	0.255235298411342	-0.18942242025085	0.347	0.117	1
Vim	0.256081123729796	-0.327715374361206	0.505	0.248	1
Rgs10	0.2577133282226	-0.238701635142631	0.569	0.317	1
Asphd1	0.260228322944508	0.207641273396392	0.37	0.048	1
Cdkn3	0.26074412698995	0.0203829623943644	0.338	0.014	1
Btg2	0.263102735328573	0.479317349796783	0.38	0.069	1
Scn7a	0.263204096089308	0.133286375937456	0.426	0.131	1
Dusp26	0.267447537877085	-0.257060517756653	0.606	0.448	1
Scg5	0.268591597500249	-0.584923389265971	0.481	0.307	1
Trim21	0.269743890068497	-0.081002592519959	0.333	0.01	1
Gfra3	0.277003258694481	-0.883159550192496	0.546	0.376	1
Nr4a2	0.27782951551638	-0.0128757224924495	0.31	0.003	1
Tac3	0.280618367398331	-0.00169554049628299	0.315	0.003	1
Scn9a	0.280998721651571	-0.297515947047953	0.62	0.376	1
Mrps6	0.281163069849798	-0.101555052609586	0.394	0.1	1
Bend6	0.282598916742579	-0.421276620520161	0.407	0.203	1
RGD1305733	0.285107946598037	-0.503283110607489	0.468	0.279	1
Atp6v1c2	0.288641634917763	-0.0166530093689611	0.329	0.003	1
Cpe	0.2913443484209	-0.0958613442064487	0.449	0.166	1
Hoxb5	0.292247968713788	-0.318250879101079	0.301	0.034	1
Slc2a1	0.293874703585833	-0.025828925234537	0.269	0.007	1
Scg3	0.294396170051048	-0.358501135048638	0.667	0.531	1
Rgs2	0.29680162093492	-0.257879662167831	0.306	0.045	1
Ank2	0.297249891318015	-0.29400602458104	0.694	0.455	1
Ahnak	0.298826512029971	-0.625268202713263	0.523	0.266	1
Akap12	0.307225277376617	-0.115517047922921	0.894	0.783	1
AABR07026137.1	0.309772138740757	-0.130564659905604	0.292	0.014	1
Adora2b	0.309895345571722	-0.0312956488750643	0.273	0.003	1
AABR07026112.1	0.312405906389651	-0.0191958042575263	0.292	0.014	1
Gyg1	0.312469365573767	-0.319842308344367	0.38	0.086	1
Mgll	0.314937522272847	-0.0906633636287858	0.324	0.062	1
Ccl27	0.315053624641276	-0.203329640476003	0.315	0.052	1
Hmgn5b	0.315789314653323	-0.0458338076853305	0.287	0.003	1
Pradc1	0.318745812423409	0.203198247973368	0.292	0.003	1
Syt2	0.320985123079392	-0.021364495837411	0.31	0.048	1
Gadd45a	0.326918270218234	0.0124781498165313	0.375	0.079	1
Rarres2	0.3279646011021	-0.331309569372501	0.296	0.031	1
Cpq	0.328122267742276	0.111368983082338	0.37	0.062	1
Map7d2	0.331982403777701	-0.281486324513003	0.801	0.679	1
Pcsk9	0.334715412751914	0.0373121099868418	0.292	0.007	1
Tspo	0.336539194434103	-0.147396085130995	0.338	0.024	1
Pex26	0.342409420958572	0.179810001617616	0.352	0.041	1
Lgals1	0.345999841034729	0.141945401890782	0.917	0.9	1
Qpct	0.348044550905636	-0.0768715271491543	0.296	0.021	1
Hmgn3	0.348499159105718	-0.149807578551193	0.31	0.045	1
AY172581.2	0.350081809151413	-0.00132629315872052	0.352	0.038	1
Cep85l	0.350625850921672	0.0711012336744161	0.315	0	1
Cxcl16	0.350783771097209	-0.0795147069445965	0.292	0.01	1
Hoxb7	0.352826153655268	0.0917992531539448	0.292	0.01	1
Mfge8	0.355971406613281	0.030134999293832	0.324	0	1
Ppp3ca	0.356472829557531	-0.123008845917588	0.56	0.338	1
Dnajb1	0.357059401502347	0.149232008669654	0.31	0.041	1
MGC105649	0.358555653847558	0.0917203476633087	0.292	0	1
Kntc1	0.362951789596525	-0.28299316224727	0.361	0.059	1
RF00100	0.367752615933197	0.0188682349074351	0.292	0.014	1
Lrrk1	0.369406277729747	-0.0211195232401449	0.296	0.014	1
Rbp4	0.373990336844443	0.155087825100902	0.37	0.066	1
Prmt9	0.382130661722048	-0.109532831817697	0.273	0.007	1
Map3k8	0.385038433479985	0.00885624099003364	0.292	0.003	1
AABR07035428.2	0.392176892890181	0.122608447009006	0.329	0.007	1
Dip2c	0.39311443846926	-0.0507319298778136	0.292	0.007	1
Tac1	0.407150148406767	-0.0887099058566605	0.995	0.983	1
Rgs4	0.409044270687378	-0.313118016536886	0.657	0.421	1
Polr3g	0.412504351449552	-0.51857781051633	0.551	0.307	1
Tmsb10	0.412912862855048	-0.0303055775157928	0.986	0.979	1
Hpcal1	0.415158178234643	-0.250351564154583	0.463	0.207	1
Alkal2	0.418292155693839	-0.166154940320922	0.301	0.024	1
Clic3	0.420200868906352	0.233572099316613	0.389	0.141	1
Timp1	0.425796403780373	-0.36124030400258	0.366	0.076	1
Txnrd1	0.427509468972145	-0.0609976626259228	0.398	0.117	1
Zfp128	0.42828729191922	-0.0188852796150792	0.25	0.003	1
Mdh1	0.431666010280012	-0.467937688832397	0.56	0.386	1
Cyp51	0.433273528498732	-0.318967925509154	0.685	0.517	1
Chgb	0.437832022373317	-0.164281875737935	0.472	0.214	1
Kcnip1	0.438182277152273	0.115983247713565	0.347	0.028	1
Slc8b1	0.43910912553477	-0.0149738609513468	0.292	0.003	1
Sncg	0.439715137284603	0.113538461259857	0.981	0.993	1
Emp1	0.442933623106541	-0.0855831241641511	0.338	0.028	1
Nefh	0.444734724073498	-0.380715259139232	0.505	0.324	1
Lxn	0.448028971298951	-0.120393226717376	0.796	0.672	1
Macf1	0.452096379786443	0.120065653018555	0.347	0.041	1
Npc2	0.455350769414316	-0.247077260408731	0.5	0.255	1
Timp3	0.455622151683632	-0.00617400052105127	0.333	0.024	1
Pdzrn3	0.458843815740675	-0.0564707709985187	0.324	0.007	1
Sspn	0.458843815740675	-0.00862003727715067	0.324	0.007	1
Fgf13	0.459147733187507	-0.0664593984663653	0.801	0.679	1
Ctxn3	0.459594228073362	-0.20837112575275	0.31	0.031	1
Elavl4	0.464402551468565	-0.0776035244029134	0.569	0.345	1
Acot7	0.467953777560629	-8.15366243767102e-06	0.745	0.531	1
Pmp22	0.469273763530185	0.112795059202523	0.81	0.648	1
Hopx	0.469712961692671	-0.00251638130735199	0.352	0.103	1
Calcb	0.469802445889855	0.102836212363325	0.917	0.831	1
Nomo1	0.469909846432164	-0.0218041633877253	0.333	0.021	1
Tsc22d1	0.475041620448995	0.0210921241351864	0.333	0.069	1
Gpx2	0.478366193363056	0.0623468446564395	0.491	0.245	1
Col5a3	0.480707089695676	-0.0743489391209323	0.361	0.117	1
Zfp36	0.482702014286509	0.153416086671687	0.329	0.017	1
Ptger2	0.483970145835631	0.0477588080449788	0.282	0	1
Atp6v1g2	0.484208650229368	-0.0789248555992896	0.421	0.152	1
Ahi1	0.484861728261232	0.0302888512522502	0.329	0.059	1
Msmo1	0.488312217073995	-0.375024401301784	0.435	0.179	1
Sema4a	0.488810476122426	0.00476447858575638	0.319	0	1
Pcnx2	0.488810476122426	0.00073107606647198	0.292	0	1
Aar2	0.488810476122426	-0.00629471884367892	0.292	0	1
Gabrg2	0.49270838840045	-0.260571413963956	0.343	0.034	1
Mlf1	0.497718256120138	-0.0601929000667217	0.338	0.031	1
Lgals9	0.497767760997554	-0.260095061876694	0.37	0.072	1
Snhg11	0.501087741825178	0.0034793101156585	0.426	0.162	1
Stat3	0.502876347030528	-0.575083950871244	0.579	0.403	1
Ypel3	0.502889116272995	-0.102598242151152	0.653	0.431	1
Cavin3	0.50550193329509	0.00693475067626759	0.352	0.062	1
Rasal2	0.510254860171817	-0.0103078469902115	0.333	0.028	1
Ppp2r2c	0.512720904403485	-0.111143516065564	0.319	0.01	1
Uevld	0.513940209060821	-0.00724238617727135	0.324	0.01	1
Rab3a	0.519685899023952	-0.141946995589759	0.671	0.476	1
Mpz	0.5251412901263	0.0390753802585635	0.333	0.024	1
Upf3b	0.525626901378589	-0.0527043973930209	0.366	0.11	1
Ch25h	0.530836723416467	-0.0445226091717659	0.296	0.007	1
Birc5	0.535554909820049	0.00053320637996826	0.296	0.003	1
S100a13	0.536288261092019	0.231030631773279	0.384	0.114	1
ENSRNOG00000025889	0.537200212205015	-0.369294431827629	0.588	0.362	1
Cited2	0.538909846117643	0.0645831921501488	0.352	0.052	1
Scd	0.539915317845935	-0.0570852979861899	0.319	0.045	1
Taf1c	0.546508356555172	0.0399848774504419	0.319	0.003	1
Dok5	0.547036652224928	-0.0199170045429137	0.319	0.003	1
Sod2	0.552151332089926	-0.27694359977951	0.458	0.262	1
Dusp18	0.557774535295148	-0.0942890852187179	0.329	0.017	1
Sqle	0.559799275869919	-0.0825416611604179	0.639	0.431	1
Hmgcs1	0.562647995428144	-0.394170903656753	0.454	0.252	1
Fosl1	0.573577817164539	-0.0309559865487665	0.301	0.014	1
Nuak1	0.574552543949151	-0.0941502256842398	0.287	0.01	1
Htra1	0.578485026382061	-0.365546312757581	0.407	0.148	1
Nmb	0.579158704169955	-0.306954330506618	0.356	0.117	1
Mgst1	0.581179439753622	-0.160946526644287	0.315	0.041	1
Hbegf	0.583472107375556	0.0735139802886617	0.329	0.024	1
Smc4	0.586348851617269	-0.410712913601512	0.37	0.121	1
Scn1b	0.593106901888603	-0.088669100778334	0.343	0.083	1
Slc4a4	0.594250031349388	0.0577239923070604	0.329	0.024	1
Chrna3	0.594470618116319	-0.160769670663852	0.31	0.031	1
Ier2	0.600108822115624	0.242049212848605	0.306	0.017	1
Nfe2l2	0.600350908484534	0.132644871405093	0.347	0.052	1
H3f3b	0.601252179304686	-0.38251125417631	0.546	0.334	1
LOC100910200	0.601715047665167	-0.102125928101675	0.532	0.321	1
Cd274	0.60447568396898	0.117836017794726	0.306	0.017	1
Ank3	0.605261593526773	-0.448792479224713	0.375	0.138	1
Dhfr	0.606755942627827	0.0905762867671962	0.329	0.021	1
Ggct	0.607049149289997	-0.00171367661528017	0.319	0.007	1
Zhx3	0.607049149289997	-0.0174493099821242	0.319	0.007	1
Ano3	0.609337369865908	-0.247609048677962	0.361	0.079	1
Vat1l	0.610420874513599	-0.198227324868038	0.389	0.114	1
Chp2	0.615199567066134	0.199550829684308	0.301	0.007	1
Serpina11	0.618223527307295	-0.208151145504865	0.454	0.207	1
Plekhb1	0.622355343447842	0.162542225868149	0.319	0.003	1
Hoxc9	0.62319618785459	0.0678106157315537	0.356	0.066	1
Dnaja1	0.625614258793265	-0.000613282974463392	0.778	0.683	1
Eef1a2	0.625890786401548	-0.370979483905721	0.528	0.334	1
RF00006	0.626278035610877	0.110673133505964	0.319	0.003	1
Trim59	0.632869930251981	0.0306297610108156	0.269	0	1
Ifitm3	0.634747786230125	-0.317018603606154	0.347	0.055	1
Fam162a	0.635618916220769	-0.408975105237648	0.495	0.314	1
Stk35	0.636976256611363	6.34060510118233e-06	0.296	0	1
Pmfbp1	0.636976256611363	0.00766169232636803	0.296	0	1
AABR07019088.1	0.638806493059691	-0.0915100329572271	0.31	0.024	1
Gpx1	0.640943607792519	-0.1373581448304	0.366	0.086	1
Epb41l2	0.644558044599335	0.0560754390078017	0.296	0	1
Syt4	0.646141348624491	-0.278782201887473	0.597	0.431	1
Rtn2	0.647232122205505	-0.104951042640811	0.329	0.052	1
Ntrk1	0.651860335509329	-0.390216173394754	0.491	0.307	1
Lpar1	0.661797186953372	-0.0950342727767066	0.329	0.055	1
Nefl	0.674331477288155	-0.0216875300534083	0.745	0.662	1
Svil	0.677415245780077	-0.0439051358457016	0.306	0.017	1
Gpr137	0.679792019530034	0.0778556465197026	0.333	0.024	1
Fkbp1b	0.680624766320071	0.106804237747692	0.912	0.848	1
Nefm	0.68437596525985	-0.0299468370404163	0.921	0.89	1
Cldn3	0.691293653183737	0.0620745230871622	0.301	0.007	1
Pde12	0.691293653183737	-0.0174602886793385	0.301	0.007	1
Avil	0.692440939621741	0.0211005802044694	0.398	0.121	1
Insig1	0.694352055366021	0.0123770435907397	0.343	0.072	1
Mt2A	0.700268926846107	0.151206103880207	0.31	0.021	1
AABR07004269.3	0.702313531977186	-0.373624861784031	0.356	0.076	1
Gria2	0.702500381820847	-0.25110547716979	0.333	0.038	1
Tmem59l	0.703678127310913	-0.15135130787339	0.458	0.241	1
Cks2	0.709329511559811	-0.0484654718060438	0.315	0.003	1
Ube2d1	0.711143554813587	-0.278870888258885	0.542	0.321	1
Syt1	0.71259799212784	-0.83644749993057	0.537	0.338	1
Fdx1	0.712654696050748	-0.0330917908520051	0.343	0.048	1
Gng2	0.715846552521863	-0.481743715533246	0.593	0.39	1
Car2	0.730117912027266	0.104449739171704	0.301	0	1
Clk1	0.734540522527162	0.045769179947047	0.319	0.014	1
Sct	0.734540522527162	-0.00844078703266192	0.319	0.014	1
Xrn2	0.736772704431693	-0.321630776778966	0.384	0.11	1
Ncoa7	0.73680451264345	-0.441559689682148	0.63	0.462	1
Mapt	0.737617044523682	-0.030757533288043	0.551	0.369	1
Cxcl10	0.737824190703914	0.0839307351617888	0.333	0.028	1
Plcb1	0.741382669260512	-0.380890281024324	0.361	0.086	1
Itm2b	0.743510255036218	0.0874714832286818	0.806	0.645	1
Tbx3	0.751612604303746	-0.0101159458723881	0.296	0.003	1
Mettl25	0.751612604303746	0.000947417867168645	0.296	0.003	1
Snai2	0.752914413242623	0.0108038696698754	0.301	0.003	1
Cpne6	0.756269965470779	0.08532264823085	0.333	0.038	1
Gng3	0.762004705262428	0.0409651718043884	0.884	0.841	1
Smarca5	0.766504443599528	-0.0671185098188971	0.532	0.352	1
Nasp	0.76734420740831	-0.147799702552106	0.324	0.024	1
Caly	0.772442578540808	0.031018619444023	0.394	0.134	1
Serpinb6a	0.774797895563786	0.0189388768098149	0.801	0.659	1
Wdr60	0.775841312059398	0.131509890142493	0.319	0.007	1
Nfkb1	0.775903886105337	-0.130506547733787	0.315	0.007	1
Idi1	0.778121793845871	-0.16451080612966	0.551	0.372	1
Dgke	0.782373540869869	0.0290598909657958	0.31	0.021	1
Jund	0.785951571615386	-0.260581323152896	0.389	0.148	1
Scara3	0.794744421303644	0.00673438031604544	0.306	0.003	1
Whrn	0.796150796148167	0.174023993717499	0.324	0.017	1
Ypel1	0.796221626490347	-0.089252726217499	0.296	0.01	1
Fbll1	0.796754048442431	0.119361798729642	0.324	0.017	1
L1cam	0.797816791449842	-0.356835858427464	0.366	0.11	1
Oxsm	0.804845015553747	-0.131695791739681	0.319	0.017	1
Fam76a	0.805388623010311	-0.0458662583668797	0.315	0.024	1
Rasd1	0.81772762959847	0.0493948779740168	0.301	0	1
Ccar2	0.81772762959847	0.0634872315281419	0.31	0	1
B3gat2	0.819105797846679	-0.273202419882112	0.472	0.252	1
Cplx1	0.825982599659713	0.0202132767606118	0.352	0.086	1
Epc1	0.828891614649366	0.305537872957198	0.315	0.014	1
Rnf144a	0.828985869166795	-0.319224804176335	0.356	0.1	1
Hspe1	0.830367916678504	-0.3947221589108	0.486	0.259	1
Anxa5	0.83233657863053	0.0573297955501353	0.894	0.766	1
10-Sep	0.837492454442035	-0.21666833335791	0.356	0.076	1
AC141169.2	0.842459873248007	0.0613839354112846	0.306	0.003	1
Vopp1	0.847090475687447	-0.408133290426915	0.352	0.062	1
Ivns1abp	0.857977845451453	0.548477659194598	0.398	0.128	1
Ttyh1	0.860234988305902	-0.196517802213241	0.329	0.038	1
Tarsl2	0.864508240017021	-0.0245056853495625	0.306	0.007	1
Cdo1	0.866289484226497	0.0494539163407932	0.301	0.007	1
Hmgcr	0.867245077429744	-0.0618857503492257	0.324	0.034	1
Mt-nd5	0.879284994088461	-0.0598119725994737	0.792	0.652	1
Ddit4	0.884734304267278	0.207839624886758	0.319	0.017	1
Pla2g1b	0.886047806971722	0.0158791153973038	0.31	0.003	1
Sparc	0.894322689766798	-0.558289152900658	0.454	0.228	1
Clu	0.896051643059505	0.0726263136880689	0.954	0.9	1
Kcna2	0.898932620726576	-0.217447736076938	0.324	0.041	1
Cklf	0.904970839875969	-0.299575156000707	0.324	0.031	1
Stmn3	0.905677147112256	0.091761378249319	0.903	0.828	1
Gnao1	0.906721549328809	-0.331955946051112	0.713	0.514	1
Tm4sf1	0.909381836867218	0.0202699670100222	0.315	0.014	1
Dhx57	0.913602334545621	-0.00514196964383978	0.319	0.028	1
Agl	0.916687536392853	-0.124856985009354	0.324	0.028	1
Hnrnpa2b1	0.917095320608289	-0.0829671202099909	0.685	0.507	1
Il33	0.918900244259368	0.0694861918522263	0.329	0.041	1
Epb41l3	0.920805141223053	-0.0523795415059376	0.644	0.466	1
Bcam	0.928436450414775	0.0417910239918963	0.347	0.066	1
Plp1	0.931171365796852	-0.0551891062093504	0.319	0.024	1
Adk	0.93181409984312	0.0399234562900052	0.361	0.086	1
Ly86	0.9319839495416	-0.0460804093855815	0.306	0.003	1
Arhgap24	0.9319839495416	-0.0475328595442244	0.306	0.003	1
Tmem51	0.9319839495416	0.018212867459076	0.306	0.003	1
Maff	0.935483559673999	0.188558676757273	0.31	0.003	1
Atp1a1	0.938066246178045	-0.0511806055336317	0.676	0.503	1
Twf1	0.939472816155403	0.0442345824239101	0.338	0.048	1
Hist1h2an	0.949944746733857	-0.149454058217427	0.329	0.034	1
Cd24	0.952786715374685	-0.0518172452528631	0.324	0.034	1
Eprs	0.953575636268383	0.231201273824996	0.486	0.262	1
Tspan8	0.9564381231997	-0.0781112738087995	0.782	0.6	1
Dda1	0.965259393845851	-0.307146255410559	0.565	0.379	1
Ndrg4	0.975625661976195	-0.240537417423012	0.634	0.434	1
Mtmr4	0.97637201627466	0.0229202725276438	0.301	0.003	1
Pcna	0.990887372443797	0.120105665691749	0.338	0.052	1
Ckap2	1	0.016805765348895	0.306	0	1
Hey2	1	0.0486232552348409	0.306	0	1
