id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Zfp512	0.980518796	-0.187432496	0.537	0.59	1
Kcng1	0.982974695	-0.0887032	0.491	0.518	1
Ugt1a7c	0.98600599	0.156980577	0.37	0.41	1
Ppp1r15a	0.986031224	-0.149725925	0.426	0.446	1
Ehd4	0.988439542	-0.217449505	0.213	0.277	1
Hmgcs2	0.98875619	0.028912531	0.394	0.337	1
Lsr	0.989114555	-0.014842408	0.481	0.361	1
Gltpd2	0.989615311	-0.070631221	0.477	0.47	1
Ccl7	0.992047317	0.307416157	0.278	0.313	1
RGD1305733	0.992159581	-0.012349744	0.468	0.506	1
Ckmt1	0.993306948	0.109140543	0.421	0.482	1
Mis18bp1	0.996943439	-0.035753389	0.449	0.494	1
Taf7	0.998174602	-0.208637734	0.472	0.53	1
Mrgprb5	1	0.071733275	0.532	0.614	1
